순위,도서명,저자,출판사,출판일,정가,판매가,평점,리뷰수,상품코드,상세설명
365,된다! 엑셀 수식 & 함수,정태호,이지스퍼블리싱,2023-05-15,28000,25200,9.84,34,S000201872389,"복잡한 수식의 원리부터 함수 설명까지!
대충 쓰던 엑셀, 이 책 한 권만 보면 실력자 된다! 
109가지 실무 예제와 함께 배우는 엑셀웍스의 명품 강의를 책으로!
‘5년 동안 엑셀을 써도 실력이 늘지 않아요….’ 매일 쓰는 엑셀이 매번 어렵게 느껴지는 건 너무 많은 기능을 얼기설기 배웠기 때문이다. 실력자가 되기 위해 정복해야 할 것은 바로 수식, 함수, 데이터 관리! 이를 위해 대한민국 최고 엑셀 블로그 ‘엑셀웍스’ 운영자인 저자가 직접 집필했다.
이 책은 엑셀의 3가지 핵심인 ‘수식’, ‘데이터’, ‘함수’를 중심으로 설명한다. 가장 기본인 ‘수식’은 그림과 함께 설명해 이해하기 쉽다. ‘데이터’ 부분은 데이터 입력값에 관한 설명부터 조건부 서식, 데이터구조화, 정렬까지 빠짐없이 배운다. 엑셀의 꽃이라 할 수 있는 ‘함수’는 직장에서 필수로 사용하는 것 위주로 정리했다. 이 책만 마치고 나면 나머지 함수나 수식은 충분히 스스로 검색해가며 수월하게 정복할 수 있다. 
저자가 강의하면서 실무에서 쌓은 109가지 예제를 책에 모두 담아 업무에 바로 활용하기 좋다. 저자의 실무 경험에서 우러나오는 말풍선 팁으로 친절함을 높였다. 또한 최신 기술인 챗GPT를 사용해 엑셀에 활용하는 특별 부록까지 준비했다. 
책에 담지 못했지만, 기본 용어조차 모르는 완전 엑셀 초보자를 위해서 저자의 블로그에 무료 강의도 준비했다. 저자의 배려심이 보이는 부분이다.
이 책과 함께 엑셀 능력을 업그레이드해서 사무실의 능력자로 거듭나자!"
366,세상을 바꾼 게임들,김동현,스리체어스,2023-04-28,12000,10800,10.0,2,S000201600016,"파란 고슴도치인 캐릭터 ‘소닉’은 어떻게 게임사 ‘세가’의 얼굴이 되었을까? 〈디아블로〉는 RPG 게임의 공식을 어떻게 바꿨을까? 마이크로소프트의 ‘게임 패스’는 플랫폼 경쟁의 시대를 어떻게 헤쳐나갔을까? 수많은 게임의 역사는 새로운 자극의 창조라는 공통의 결론으로 귀결한다. 때때로 자극은 새로운 캐릭터로, 화면의 움직임으로, 새로운 점수 시스템으로, 또 다른 플랫폼으로 나타나기도 했다. 끊임없이 새로움을 만들어 내야 했던 게임의 역사는 무엇이 새로운 것일지를 고민하는 사람들에게서 태어났다. 그들의 고민은 어떤 모양새였을까?"
367,챗GPT + 엑셀 업무자동화 정석,권현욱,디지털북스,2023-04-20,15000,13500,9.71,52,S000201408487,"챗GPT + 엑셀 업무자동화 정석:

구글링 시대에는 검색 결과로 나온 정보들 중에서 적합한 내용을 얼마나 잘 선별하고 콘텐츠로 가공하느냐가 중요했다면, 앞으로 다가올 인공지능 시대에는 문제를 정리하고 '질문을 잘 하는 능력'이 중요해지는 시대가 될 것이다.

이 책은 ChatGPT와 오피스 프로그램을 활용하여 업무자동화를 효율적으로 구현하는 적합한 방법을 제시한다. 책에서 소개하는 '단계별 접근 방법'을 따라하다 보면, 엑셀 업무자동화뿐만 아니라 상품기획, 계약서 작성, 프레젠테이션 자료 서식 자동화 등 다양한 작업이 손쉽게 가능해진다.

원하는 답을 얻기 위해 생각을 어떻게 정리하고, ChatGPT에게 어떻게 지시해야 하는 지에 대한 노하우가 고스란히 담긴 책이다. 이 책을 통해 업무 효율성을 높이고, 인공지능 시대에 한 발 앞서 나아가는 기회를 잡을 수 있을 것이다."
368,실무에 바로 쓰는 일잘러의 엑셀 입문,후지이 나오야 외,제이펍,2023-04-18,18800,16920,10.0,7,S000201551700,"이 책은 엑셀 입문자들이 실무에서 흔히 겪는 크고 작은 실수에서 착안한 노하우를 정리한 생생한 가이드다. 먼저, 이해하기 쉽게 표를 만드는 방법과 실수가 걱정되는 반복 업무를 신속 정확하게 수행하는 방법을 소개한다. 더 나아가, 엑셀의 핵심인 실무 데이터를 목표에 맞게 분석하고 차트를 효과적으로 시각화하는 기술까지 담았다. 끝으로 알아 두면 유용한 인쇄용 PDF를 만드는 방법과 매크로 수행의 기초도 살펴본다. 선배들의 오답 노트를 통해 실무자의 감이 없으면 놓치기 쉬운 일잘러의 센스를 배워보자."
369,챗GPT와 기획 분석 보고,김철수,위키북스,2023-04-10,18000,16200,10.0,12,S000201458960,"일잘러는 ChatGPT로 기획합니다
ChatGPT로 문제를 파악하고 시장을 조사해서 정리할 수 있습니다. 신제품 아이디어를 도출하고 전략을 수립할 수 있습니다.

일잘러는 ChatGPT로 분석합니다
ChatGPT로 데이터를 분석하고 통찰과 시사점을 얻을 수 있습니다. 실적과 성과를 분석하고 목표를 관리할 수 있습니다.

일잘러는 ChatGPT로 보고합니다
ChatGPT로 업무 지시를 하고 동료와 협업할 수 있습니다. 논리에 맞게 보고서를 작성하고 검토할 수 있습니다."
370,파이썬과 Qt6로 GUI 애플리케이션 만들기,마틴 피츠패트릭,에이콘출판,2023-03-31,45000,40500,9.55,6,S000201323866,"PyQt6에 대한 방대한 주제를 다룬다. PyQt6의 기본적인 내용부터 데이터 처리, 병렬 프로그래밍, 데이터 시각화까지 폭넓은 내용을 설명하고 있다. 다양한 예제를 통해 GUI 애플리케이션을 개발하는 방법을 쉽게 배울 수 있다. 부록으로 제공되는 웹 브라우저, 게임을 개발하는 과정은 괜찮은 애플리케이션을 구성하는 방법을 설명한다."
371,챗GPT와 업무자동화,김철수,위키북스,2023-03-21,18000,16200,9.83,23,S000201248154,"우리는 ChatGPT에게 코드를 요청하고, ChatGPT가 작성한 코드를 사용해서 엑셀이든 파워포인트든 구글 시스프레드시트든 뭐든 자동화할 수 있습니다. Ctrl+C와 Ctrl+V로 하루 종일 해야 했던 단순 반복 업무를 ChatGPT만 있으면 1분 안에 끝낼 수 있습니다. 믿기지 않는다고요? 이 책을 보면 이제 Ctrl+C와 Ctrl+V의 노예에서 해방될 수 있습니다.

ChatGPT는 사람의 직업을 대체하지 않습니다. 모든 사람이 본연의 업무에 집중할 수 있도록 단순 반복 업무 같은 작업을 대신하거나, 아주 빠르게 하도록 도와주는 것뿐입니다. ChatGPT와 같은 AI에 익숙해진다면 업무 효율이 부쩍 올라가고 여유 시간이 점점 늘어나는 것을 느낄 겁니다.

★ 이 책의 구성 ★

◎ ChatGPT 개념과 간단한 사용법
◎ ChatGPT를 사용해서 엑셀을 자동화하는 방법
◎ ChatGPT가 작성해주는 주는 VBA 코드를 엑셀에서 활용하는 방법
◎ ChatGPT를 활용한 구글 스프레드 자동화
◎ ChatGPT의 다양한 활용 - 파이썬으로 뉴스 수집, D3 시각화, 웹페이지 만들기 등"
372,읽자마자 IT 전문가가 되는 네트워크 교과서,아티클 19 외,보누스,2023-03-07,16800,15120,9.38,10,S000201042959,"우리는 매일 인터넷을 쓰지만 정작 인터넷이 어떻게 작동하고, 네트워크가 어떤 구조로 이루어져 있는지는 전혀 모르고 살아간다. 인터넷은 어떻게 데이터를 주고받을까? 네트워크로 연결된 정보들은 어떤 과정을 통해 유출되고 보호될까? 네트워크의 원리를 이해하는 순간 세상을 보는 눈이 달라진다! 고양이 캣니프와 함께 인터넷과 네트워크의 작동 메커니즘을 알아보자. 가장 기초적인 원리부터 전문적인 기술까지 익히며 AI 시대에 꼭 알아야 할 IT 네트워크 지식의 기본을 다질 수 있다."
373,이산수학,박종안 외,경문사,2023-03-02,28000,28000,10.0,6,S000201054315,"새로이 개정판을 준비하면서 여러 학생과 선생님께서 지적해 주신 문제점을 보완하고 수정하였으며, 특히 다음사항을 고려하였음을 밝힙니다.

1. 기존의 원고를 LATEX으로 작성하여 수학문서로서의 완성도와 가독성을 높였습니다.
2. 부록을 신설하여 행렬-수형도 정리의 증명과 쿠폰 수집가 문제의 해설을 수록하였습니다.
3. 3.6절 색칠문제 뒷부분에 채색다항식에 관련된 허준이 교수의 업적을 소개하였습니다.
4. 방데르몽드 항등식, 페테르센 그래프, 라플라시안 행렬 등 교재에 관련 내용은 있었지만 개념화되지 않았던 정리나 대상을 명명하였습니다.
5. 학문 연구에 연계될 수 있도록 몇몇 기호를 그래프 이론에서 주로 사용되는 표기법으로 변경하였습니다.
6. 연습문제에 최신 교원임용시험 문항을 추가하였고, 난이도가 높은 문제를 새롭게 선별하였습니다.

이 책의 모든 문제는 책의 내용을 따라 학생 스스로 풀어볼 수 있도록 구성되었고, 학생들이 풀이를 확인할 수 있도록 모든 문제의 해답과 힌트를 덧붙여두었습니다."
374,마이크로서비스 아키텍처 구축 가이드,김용욱,한빛미디어,2023-02-06,32000,28800,10.0,8,S000200824034,"마이크로서비스 아키텍처가 세상에 알려진 지 오랜 시간이 지났지만 실무 현장에서는 아직도 마이크로서비스 아키텍처 도입에 대한 많은 의문점을 가지고 있다. 이 책은 마이크로서비스 아키텍처와 관련하여 실무자가 가장 많이 했던 질문과 그에 대한 답변을 담고 있다. 따라서 이 책으로 마이크로서비스 아키텍처에 대한 막연했던 궁금증을 풀 수 있으며 왜 도입해야 하는지 알 수 있다. 또한 마이크로서비스 아키텍처를 정확하게 이해할 수 있도록 핵심적인 특징에 대해 살펴보고 마이크로서비스 아키텍처를 도입하면 어떤 목표를 달성할 수 있는지, 어떻게 목표를 수립해야 하는지를 설명한다. 그리고 국내 실정에 맞게 마이크로서비스 아키텍처를 실무에 적용할 수 있도록 단계별로 고려해야 하는 내용과 전략에 대해 설명하며 서비스를 구축할 때 필요한 아키텍처 스타일, 개발 프로세스, 설계 원칙, 구현 패턴 등을 알려준다."
375,네트워크 해킹과 보안,양대일 외,한빛아카데미,2023-01-30,32000,32000,8.13,4,S000200787366,"47개 실습과 5개 프로젝트로 배우는 핵심 보안 기법!

새로운 보안 취약점이 끊임없이 등장해, 최신 보안 기법을 계속 익힌다고 해도 공격자와 보안 관리자가 계속 대립하는 상황을 벗어날 수 없다. 그러므로 어떠한 상황에서도 대처할 수 있는 핵심 원리를 알아야 한다. 이 책을 통해 네트워크 기본 개념을 빠르게 정리해보고 네트워크 해킹과 보안의 핵심 이론과 기법을 익힐 수 있다. 다양한 공격과 대응 실습을 통해 지능화된 보안 위협에도 대응할 수 있는 기본기를 다질 수 있도록 구성했다.
※ 본 도서는 대학 강의용 교재로 개발되었으므로 연습문제 해답은 제공하지 않습니다."
376,프로그래밍 러스트,짐 블랜디 외,제이펍,2023-01-16,40000,36000,9.67,8,S000200629958,이 책은 메모리 안전성과 신뢰할 만한 동시성에 예측 가능한 성능을 더한 러스트의 기능이 어떤 식으로 메모리 소모량과 프로세서 사용량의 제어권을 프로그래머에게 제공하는지 보여 준다. 경험이 많은 시스템 프로그래머라면 이 실용적인 가이드를 통해서 러스트로 성능과 안전성 사이의 간극을 성공적으로 메우는 법을 배울 수 있을 것이다.
377,파이썬으로 배우는 음성인식,다카시마 료이치,비제이퍼블릭,2023-01-09,27000,24300,8.57,10,S000200607995,"음성인식이란 음성 신호로부터 발화 내용을 인식하는 기술, 즉 컴퓨터가 사람의 음성을 신호로 인식하여 처리하는 기술이다. AI 스피커와 스마트폰 음성 어시스턴트 등 음성인식 기술들은 이미 우리의 일상생활 속으로 깊이 스며들어 있다. 음성 번역 시스템의 전처리 단계, 회의록 자동 작성 시스템 등 다양한 곳에서 음성인식 기술이 사용된다. 특히나 음성인식 기술은 손을 사용하지 않고(Hands-free) 기계를 작동시킬 수 있어, 차량 내비게이션과의 연동 혹은 신체장애인의 입력 장치 등 다양한 방면에서 성장이 기대되는 기술이다.

이 책은 지금까지의 음성인식 기술의 역사와 기술 발전 동향을 이해하고, 파이썬과 파이토치를 통해 최신 음성인식 시스템을 실습한다. 음성인식의 목적이나 알고리즘의 개요를 설명하고, 소스 코드를 상세하게 분석하고, 마지막으로 소스 코드를 첨부하여 독자들이 직접 구현할 수 있도록 한다. 특히 인공지능기술이 만들어진 목적이나, 해당 기술로 목적을 달성할 수 있을지에 대해 명확히 제시한다. 이 책은 음성인식을 제대로 구현하고자 하는 개발자 및 학부생에게 꼭 필요한 필독서가 될 것이다."
378,데이터 과학을 위한 파이썬 프로그래밍,최성철,한빛아카데미,2023-01-01,30000,30000,10.0,3,S000200418111,"《데이터 과학을 위한 파이썬 프로그래밍》은 파이썬으로 프로그래밍을 시작하는 입문자가 쉽게 이해할 수 있도록 기본 개념을 상세하게 설명하며, 다양한 예제를 제시합니다. 또한 프로그래밍의 기초 원리를 이해하면서 파이썬으로 데이터를 처리하는 기법도 배웁니다. 파이썬을 혼자 공부하기 어려워하는 독자를 위해 저자 직강의 동영상 강의를 유튜브를 통해 무료로 제공하며, 이를 통해 학습의 이해도를 더욱 높일 수 있습니다.

※ 본 도서는 대학 강의용 교재로 개발되었으므로 연습문제 해답은 제공하지 않습니다."
